id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm156939,Snowball Express,MOVIE,"When John Baxter inherits a ski resort in the Rocky Mountains, he quits his job in New York and moves the family west to run it. Only to find that the place is a wreck. But together they decide to try to fix it up and run it. But Martin Ridgeway, who wants the property, does everything he can to ensure it will fail.",1973,G,93,"['comedy', 'family']",['US'],0,tt0069291,6.3,1899,5.69,6.6
tm324940,The Sign of Zorro,MOVIE,"In this film, edited from eight episodes of Disney's hit TV series, Don Diego returns home to find his town under the heel of a cruel dictator, Capitan Monastario. Diego dons the mask of Zorro to fight the evil commandant's tyranny, and, with the help of his mute servant Bernardo, free the pueblo from his oppression.",1958,Others,91,"['western', 'drama', 'family', 'romance']",['US'],0,tt0054307,6.9,1141,5.585,7.4
tm44585,Greyfriars Bobby: The True Story of a Dog,MOVIE,"In Scotland 1865, An old shepherd and his little Skye terrier go to Edinburgh. But when the shepherd dies of pneumonia, the dog remains faithful to his master, refuses to be adopted by anyone, and takes to sleeping on his master's grave in the Greyfriars kirkyard, despite a caretaker with a ""no dogs"" rule. And when Bobby is taken up for being unlicensed, it's up to the children of Edinburgh and the Lord Provost to decide what's to be done.",1961,PG,91,"['drama', 'family']",['US'],0,tt0054944,7.2,1702,4.922,6.8
tm88710,Gus,MOVIE,"The California Atoms are in last place with no hope of moving up. But by switching the mule from team mascot to team member, (He can kick 100 yard field goals!) they start winning, and move up in the rankings, Hurrah! The competition isn't so happy.",1976,G,96,"['comedy', 'family', 'sport']",['US'],0,tt0074599,5.7,2014,4.224,5.81
tm42937,Third Man on the Mountain,MOVIE,"The thrilling, critically acclaimed account of Rudi Matt (James MacArthur), a young kitchen worker who is determined to conquer the Citadel -- the jagged, snowcapped peak that claimed his father's life.",1959,Others,105,"['drama', 'family']",['US'],0,tt0053352,7.1,1120,4.091,6.6
tm107673,The Castaway Cowboy,MOVIE,A Wayward Texas cowboy washes up on the beaches of Hawaii and is taken home by an fatherless boy. He saves the family's business while romancing the single mom.,1974,G,88,"['comedy', 'western', 'family']",['US'],0,tt0071288,5.8,794,3.773,6.3
tm78765,Unidentified Flying Oddball,MOVIE,"A NASA spacecraft proves Einstein right when, traveling faster than light, it ends up near King Arthur's Camelot. On board are big-hearted Tom Trimble and Hermes, the look-alike robot he built. Tom immediately makes friends with pretty Alisande while becoming enemies with the evil knight Sir Mordred. It seems Mordred has joined up with the Sorcerer Merlin and they are both up to no good. It is now up to Tom to try and use 20th century technology to foil their plans.",1979,G,93,"['scifi', 'family', 'comedy', 'fantasy']",['US'],0,tt0080062,5.2,1258,3.559,5.2
tm91078,Treasure of Matecumbe,MOVIE,"In post-Civil War Kentucky, young David Burnic becomes the unexpected heir to the family secret, a map leading to buried treasure on the Florida isle of Matecumbe.",1976,G,110,"['western', 'family']",['US'],0,tt0075347,6.1,886,3.403,6.3
tm10775,Almost Angels,MOVIE,"Supported avidly by his mother and more reluctantly at first by his father, a working-class Austrian boy joins the Vienna Choirboys, where he proves to be unusually talented.",1962,Others,93,"['comedy', 'family', 'music']",['US'],0,tt0055740,6.4,607,3.394,6.8
tm115739,The Adventures of Bullwhip Griffin,MOVIE,"To restore his family's lost wealth, a young Boston lad stows away on a ship bound for the California Gold Rush. When their very proper butler gives chase, all roads lead to nonstop adventure, wild and woolly characters, and a lucky punch that leads to a bonanza of belly laughs!",1967,PG,108,"['drama', 'family', 'romance', 'western', 'action', 'comedy']",['US'],0,tt0061333,6.4,1171,3.06,6.522
tm47139,Jungle Cat,MOVIE,"This final True-Life Adventure would also appear to be one of the best, as we go into the South American jungle to observe the jaguar. Jungle Cat is more intimate than its kin, allowing individual animal characters to be developed. Central to the cast is a pair of jaguars (one ebony), whose fighting leads to love and, not long after, two babies (one resembling each parent).",1960,PG,67,"['documentation', 'family']",['US'],0,tt0053977,7.2,378,2.989,7.7
ts27944,Spin and Marty,SHOW,"Spin and Marty is a popular series of television shorts that aired as part of ABC's Mickey Mouse Club show of the mid-1950s produced by Walt Disney. There were three serials in all, set at the Triple R Ranch, a boys' western-style summer camp. The first series of 25 eleven-minute episodes, The Adventures of Spin and Marty, was filmed in 1955. Its popularity led to two sequels – The Further Adventures of Spin and Marty in 1956 and The New Adventures of Spin and Marty in 1957.

It aired as reruns on the Disney Channel until September 9, 2002.

The serials were based on the 1942 novel Marty Markham by Lawrence Edward Watkin. The producer for Disney was Bill Walsh and the screenplay was written by Jackson Gillis. The shows' success led to the Spin and Marty comic books of the late 1950s. The first season's 25 episodes with bonus material were released on DVD by Disney in 2005.",1955,Others,12,"['western', 'family']",['US'],1,tt0047775,8.1,323,2.725,6
tm19764,The Vanishing Prairie,MOVIE,Story of the American Prairie as it was when vast herds of bison and elk grazed.,1955,G,71,"['documentation', 'family']",['US'],0,tt0047642,7.2,720,2.659,7.3
tm218826,A Tale of Two Critters,MOVIE,"A bear cub and a raccoon become fast friends when they're swept away down a river, away from their families.",1977,G,48,"['family', 'documentation', 'action']",['US'],0,tt0287003,5.9,221,2.365,5.778
tm79554,Those Calloways,MOVIE,"Story of Cam Calloway and his family, who live in a densely wooded area in New England. Cam dreams of building a sanctuary for the geese that fly over the area each year, and he tries several schemes to buy a nearby lake for this santuary. He is thwarted at every attempt, it seems; he and his son try to get enough furs from their trapping venture to get the money, but the bottom falls out of the fur market. He uses the little money they get for a down payment on the lake, thereby losing their house when he can't make the mortgage payment. They move to the lake, where their friends help them build a cabin. A salesman stops in town, and tries to get the people to sell their land for a tourist venture; Cam is outraged at his tactics and takes desperate measures after he himself is tricked.",1965,PG,131,"['drama', 'family']",['US'],0,tt0059796,6.6,770,2.333,6.421
tm24673,Yellowstone Cubs,MOVIE,"Two bear cubs, Tuffy and Tubby, are separated from their mother and spend an entire summer romping through Yellowstone National Park. In the meantime, the mother bear follows their trail as she searches for them.",1963,G,48,"['comedy', 'family']",['US'],0,tt0206446,6.8,307,2.236,8
tm152094,The Biscuit Eater,MOVIE,"Nothing warms the heart like the story of a boy and his dog. Lonnie (Johnny Whitaker) and Text (George Spell) are two friends determined, against all odds, to turn a misfit hound into a hero. Tennessee farmer and dog trainer Harve McNeil (Earl Holliman) tells his son Lonnie that his dog, Moreover, is a good-for-nothing ""biscuit eater.""",1972,G,92,"['drama', 'family']",['US'],0,tt0068276,5.7,479,2.23,5.9
tm124426,Perri,MOVIE,"This True Life Fantasy follows and shows how the life of a female squirrel, Perri, in the forest is filled with danger and fraught with peril. When not fleeing her natural enemy, the Marten, Perri finds time to fall in love with her prince-charming male squirrel.",1957,G,75,"['fantasy', 'romance', 'family']",['US'],0,tt0050837,6.8,591,1.925,6.714
tm260657,The Boy Who Talked to Badgers,MOVIE,A young boy gets along better with the animals he befriends around his family's Canadian farm than with the people he lives with.,1975,Others,100,['family'],['US'],0,tt0072728,5.5,146,1.898,6.9
tm109409,The Bears and I,MOVIE,"When a man adopts three black bear cubs, he faces one of the hardest decisions of his life. Set in the wilderness of British Columbia, Canada, Robert Leslie struggles to keep his bears safe and maintain relations with native Americans and park rangers.",1974,G,89,"['drama', 'family']",['CA'],0,tt0071199,6.2,509,1.76,6.1
tm90286,Secrets of Life,MOVIE,"A feature-length documentary showing the changing world of nature, the sky, the sea, the sun, planets, insects and volcanic action. A story of nature's strange and intricate designs for survival and her many methods of perpetuating life.",1956,G,70,"['documentation', 'family']",['US'],0,tt0049733,7.3,300,1.4,7
tm15129,Hacksaw,MOVIE,"A girl goes on vacation to the mountains where she finds a wild horse named Hacksaw. With a little help, she captures the stud and it doesn't take long until the man who helped her starts wagon racing, since Hacksaw refuses to have any man or woman on his back.",1971,PG,89,"['western', 'family']",['US'],0,tt0067172,5.4,120,1.332,6.1
tm205517,The Ghosts of Buxley Hall,MOVIE,Ghosts and a young cadet try to save a military academy from being closed.,1980,Others,120,"['fantasy', 'comedy', 'family', 'horror']",['US'],0,tt0080788,5.7,319,1.153,5.9
tm757109,The Mouseketeers at Walt Disney World,MOVIE,"Follow the Disco Mice of the New Mickey Mouse Club as they visit America's favorite vacation spot, Walt Disney World!",1977,Others,56,"['family', 'drama', 'action']",N/A,0,tt0285749,8.2,36,1.02,8
tm153909,Justin Morgan Had a Horse,MOVIE,This is the story of the foundation sire of the Morgan Horse Breed.,1972,G,88,"['western', 'drama', 'family']",['US'],0,tt0068789,6.7,222,0.78,7.6
ts20711,The Simpsons,SHOW,The satiric adventures of a working-class family in the misfit city of Springfield.,1989,TV-MA,27,"['animation', 'comedy']",['US'],36,tt0096697,8.7,413320,538.281,7.989
tm19438,The Princess Bride,MOVIE,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",1987,PG,98,"['fantasy', 'romance', 'comedy', 'family']",['US'],0,tt0093779,8,432527,21.501,7.7
tm54681,Big,MOVIE,When a young boy makes a wish at a carnival machine to be big—he wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman.,1988,PG,104,"['drama', 'comedy', 'fantasy', 'romance']",['US'],0,tt0094737,7.3,226758,24.448,7.1
tm155184,Home Alone,MOVIE,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before Christmas Day.",1990,PG,102,"['comedy', 'family']",['US'],0,tt0099785,7.7,599166,2.287,7.403
tm49092,Who Framed Roger Rabbit,MOVIE,"'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect.",1988,PG,104,"['comedy', 'crime', 'family', 'fantasy', 'animation']",['US'],0,tt0096438,7.7,205586,30.055,7.51
